trade_date,vix_009,vix_030,vix_090,vix_180,spy_ret
2011-01-03,NA,NA,NA,NA,0.010337925833438621
2011-01-04,0.019999999999999574,-0.23000000000000043,-0.010000000000001563,-0.2099999999999973,-5.508087523257155e-4
2011-01-05,-0.48999999999999844,-0.35999999999999943,-0.5599999999999987,-0.41000000000000014,0.005197748062819141
2011-01-06,0.14000000000000057,0.379999999999999,0.3000000000000007,0.08999999999999986,-0.0019586978052354986
2011-01-07,-0.7000000000000011,-0.259999999999998,-0.060000000000002274,0.05000000000000071,-0.001962393527070172
2011-01-10,0.8000000000000007,0.3999999999999986,0.19000000000000128,0.00999999999999801,-0.0012585536470124392
2011-01-11,-0.8800000000000008,-0.6499999999999986,-0.33999999999999986,-0.21999999999999886,0.0035439461852675436
2011-01-12,-0.10999999999999943,-0.6500000000000021,-0.9100000000000001,-0.7699999999999996,0.009024416986839867
2011-01-13,0.09999999999999964,0.15000000000000213,-0.030000000000001137,-0.030000000000001137,-0.0016329563933541458
2011-01-14,-0.6199999999999992,-0.9299999999999997,-0.8299999999999983,-0.5800000000000018,0.007244401649592058
2011-01-18,2.039999999999999,0.40999999999999837,0.00999999999999801,-0.03999999999999915,0.0017014680877818211
2011-01-19,1.3999999999999986,1.4399999999999995,1.2600000000000016,0.75,-0.009805252324444291
2011-01-20,-0.759999999999998,0.6799999999999997,0.259999999999998,0.10999999999999943,-0.0013257720434598497
2011-01-21,0.33999999999999986,0.4800000000000004,0.07000000000000028,0.10000000000000142,0.00226454299521639
2011-01-24,0.05999999999999872,-0.8200000000000003,-0.39000000000000057,-0.2699999999999996,0.005686536528857866
2011-01-25,0.370000000000001,-0.05999999999999872,-0.23999999999999844,-0.16000000000000014,5.42053109497509e-4
2011-01-26,-1.4800000000000004,-0.9499999999999993,-0.5199999999999996,-0.5800000000000018,0.0038711324623559307
2011-01-27,-1.1999999999999993,-0.490000000000002,-0.33999999999999986,-0.41000000000000014,0.0024677043082390604
2011-01-28,6.18,3.8900000000000006,2.1099999999999994,1.5100000000000016,-0.017463022755341395
2011-01-31,-0.75,-0.509999999999998,-0.4400000000000013,-0.46000000000000085,0.007516430389547413
2011-02-01,-3.289999999999999,-1.9000000000000021,-1.1799999999999997,-0.7799999999999976,0.016008914851826983
2011-02-02,-0.38000000000000256,-0.3299999999999983,0.120000000000001,0.11999999999999744,-0.0019121192292625988
2011-02-03,-1.4499999999999975,-0.6099999999999994,-0.16999999999999815,-0.21999999999999886,0.0022220944326112324
2011-02-04,-1.1900000000000013,-0.7600000000000016,-0.5900000000000034,-0.3999999999999986,0.002829002196807817
2011-02-07,1.1400000000000006,0.3500000000000014,-0.06999999999999673,-0.240000000000002,0.006252889833731068
2011-02-08,-0.7699999999999996,-0.47000000000000064,-0.41000000000000014,-0.28000000000000114,0.004546104651893534
2011-02-09,-0.2599999999999998,0.05999999999999872,0.00999999999999801,0.010000000000001563,-0.0022627254760515525
2011-02-10,0.22999999999999865,0.22000000000000064,0.240000000000002,0.07000000000000028,3.7806097604886624e-4
2011-02-11,0.2599999999999998,-0.40000000000000036,-0.240000000000002,-0.3099999999999987,0.005970276076623371
2011-02-14,1.370000000000001,0.2599999999999998,0.08000000000000185,0.17999999999999972,0.0024040729970562502
2011-02-15,0.41999999999999815,0.4200000000000017,0.3299999999999983,0.2099999999999973,-0.0031479973436780995
