date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2005-01-03,-0.010142299612790673,-0.03759216494938977,-0.003610327555891857,-0.008728104503977097,-0.008563316524943243,0,-0.0115568829521413,-0.011660995041099298,-0.00653878123931273
2005-01-04,-0.018173027260981467,-0.0051592122319727984,-0.009578100829712888,-0.012414555759665546,-0.018809172947975128,-0.003472482800428889,-0.006925521595542161,-0.00807530386743105,-0.01176352331516739
2005-01-05,-0.013937579370897346,-0.004319501301204287,-0.001661258192991344,-0.00692741815990372,-0.0034142731018094175,-0.005231217926357168,-0.015852820507889387,-0.0016907501823930637,-0.003758577546314701
2005-01-06,0.006644695965538627,0.017167662972081832,0.0049742211018686255,0.0033048297175919394,-0.002934960278272669,0.004796441742735524,0.005189497925946807,0.0074176190641837,-0.005228573490813737
2005-01-07,0.0017412653824546709,-0.007975103334756373,-0.005306659293517146,-0.004629560053108772,0.0019579765877426603,0.004773358468203703,0,-6.722580255136279e-4,-2.9070685446175304e-4
2005-01-10,0.004513007699316063,0.007407136836719896,9.973450453966137e-4,0.0036393236301837106,0,0.0060421554511216335,0.00516233737002203,0.008701547812743016,0.0037795173105918956
2005-01-11,-0.010445480922269823,0.0014185012321350499,-0.00432847360008104,-0.004633935640030895,-0.009828385812028273,-0.00431257737182511,-0.0029471008013044475,-0.007022282351575537,-0.006404677592718233
2005-01-12,0.006628035354581119,0.017421278960221276,-0.001335666529701296,0.0013261362671643795,0.005417760801391669,0.003020482605822661,0.0029471008013044475,0.006688919075135136,0.005823681818352355
2005-01-13,-0.0038318816920206444,0.006662640964811395,-0.0097361855896958,-0.009655711502494668,-0.009872289226458442,-0.0064836355050927885,0.004769062743463337,-0.015113545574972687,-0.007285345228737139
2005-01-14,0.00937965025013865,0.008815780272045881,0.0033682993454782206,0.006669094902328254,0.002971848869539606,0.00562213931521649,0.008383906583951273,0.0040529996247271605,0.009315852792385115
2005-01-18,0.0037965560462098757,0.009825146555201503,0.01567979856354995,0.003979822678366052,0.010821675650972917,0.010295566909824139,0.008673567612731858,0.008056496972661087,0.008368229341848998
2005-01-19,-0.006913612212487319,-0.0035360848093044517,-0.009980305943086076,-0.007975904365235209,-0.02126183362153089,-0.0017086452534536,-0.004327047927258576,-0.006372708039515729,-0.010108214531689974
2005-01-20,-0.0055650402789457765,-0.01013608116658915,-0.007382700991473978,-0.009050135481162958,-0.00702082610840149,-8.553569978322351e-4,-0.003258056762651229,-0.005060282916984793,-0.018161045476575932
2005-01-21,-0.004194090044687293,0.0021998006621801736,-0.005064921591938276,-0.006417779398538492,-0.007070839580735289,-0.008594425769306024,-0.0039967550934250085,-0.006786605040465243,-0.0035535355296967275
2005-01-24,-0.014109749326280951,0.0087527947718824,3.3832803093947206e-4,-0.0030542120216496826,-0.008142649257612877,-0.0038918028686283357,0.008699021480895297,-0.008547975427027676,-0.00983719072426048
2005-01-25,0.005314349007617736,0.004076966120849068,6.766075120445691e-4,0.009471991420188175,0.001532450620747916,0.0038918028686283357,-0.005790729310292342,0.006844146440716514,0.0026926306684651458
2005-01-26,0.001765630077739111,0.009716810558212163,0.004723844030799285,0.0020185156733121268,0.01015174420038445,-8.638553402846583e-4,0.01441467018529119,0.00612027165228568,0.005363245107419701
2005-01-27,0.005276664693095956,0.00882473734750766,-0.005061648431414323,0.0026848079456507357,-0.001010493579356897,0.005600404314342278,0.004996642869169232,-0.002035629291003538,-0.002082309985476094
2005-01-28,-0.0010531950648391408,-0.012053409906547685,-0.0013543521604502118,-0.001006020097310767,0,4.291136195520018e-4,0.0010668364345338688,-0.00818564583914938,-0.004776615166247833
2005-01-31,0.01221903340608721,0.011787091712892828,0.011786568761625205,0.012997541230378662,0.0070529053681767095,0.0025730443017746296,0.011315770363335087,0.0017111288435764926,0.010714817610739225
2005-02-01,0.008292946059434758,0.01690007977076924,0.010656312193915163,0.002976108513978115,0.0060060590635941935,4.276424459654926e-4,0.006658312348975848,0.009526968497022281,8.880053424125123e-4
2005-02-02,0.01027044350120132,0.013783043759546754,0,0,4.986053340698682e-4,0.00810068956856913,0.0038349549053240395,0.004055052526112046,0.002952824442312707
2005-02-03,-0.00580683208513344,0.00489435909266378,-0.0046481292453357526,-0.002976108513978115,-0.006504664397664062,-0.0016998086815886992,0.002779955014296842,-0.003039693047608427,-0.0020662919829832482
2005-02-04,0.011241627434334323,0.0035923616197082175,0.011908642221301946,0.008244162996420723,0.016924344763393773,0.005514578523164726,0.00966816784632174,0.009092521900359252,0.009119012975829843
2005-02-07,-3.3890716740936355e-4,-0.006680731366409898,9.864145086386777e-4,-6.568813116762939e-4,-0.002965486729798794,-0.0021171123718284335,-0.002063706788411057,6.700724674995051e-4,0.002632248525901826
2005-02-08,0,0.007192197974055681,-0.00395000091809683,0.005571379289798006,0.004937824901634524,0.001270439054842143,0.005836839178292141,0.0023425309869367084,-0.002339259460599763
2005-02-09,-0.01399089892132288,-0.0017931717291621574,-0.0026419326800106724,-0.010512872585508148,-0.017391629366166228,-0.008930357243225107,-0.005836839178292141,-0.010752900127748877,-0.011186539842873877
2005-02-10,0.013313020530240305,0.027066185330525183,0.0029717019913744203,0.004612824865236842,0.0020028325981091832,-4.273447358404958e-4,0.0010320696849546174,0.0016874678205618387,0.004135928187325888
