underlying,start_date,end_date,realized_vol,ret,start_iv
EWZ,2014-01-03,2014-01-10,0.1962403566667832,-0.017185678213081257,0.23623476735945015
EWZ,2014-01-10,2014-01-17,0.12155962002390706,-0.011307606927254188,0.23043144406455793
EWZ,2014-01-17,2014-01-24,0.29800666948998705,-0.05452802082361874,0.21474713311020815
EWZ,2014-01-24,2014-01-31,0.19533881421635388,-0.018432075941743786,0.3144140619396994
EWZ,2014-01-31,2014-02-07,0.41115372109350046,0.03505572888098207,0.30281933595340593
EWZ,2014-02-07,2014-02-14,0.2637344418629679,0,0.2941749483145288
EWZ,2014-02-14,2014-02-21,0.3044345407420013,0.0029483943944628166,0.3013503885461507
EWZ,2014-02-21,2014-02-28,0.28009141780264263,0.005870725845495528,0.293161305187733
EWZ,2014-02-28,2014-03-07,0.3143919733381843,-0.016724308659640474,0.3006815371139582
EWZ,2014-03-07,2014-03-14,0.14929062526370723,-0.030469364263030485,0.3168878070298647
EWZ,2014-03-14,2014-03-21,0.1601219014689055,0.06340321233704271,0.3366182338483781
EWZ,2014-03-21,2014-03-28,0.2894353498840712,0.0739881551058783,0.27942406126109676
EWZ,2014-03-28,2014-04-04,0.2076341870948946,0.02812736883343403,0.2680512536731125
EWZ,2014-04-04,2014-04-11,0.2098363726998332,0.026514243546918337,0.2906773635758632
EWZ,2014-04-11,2014-04-17,0.33865757036279515,0.0023185287171498814,0.3105388365642394
EWZ,2014-04-17,2014-04-25,0.13814613269763992,-0.016771469972578945,0.32735781288816307
EWZ,2014-04-25,2014-05-02,0.24835456634804084,0.03719309300346252,0.2941793025280544
EWZ,2014-05-02,2014-05-09,0.15827984799243028,0.0012369127626876697,0.2506833018525981
EWZ,2014-05-09,2014-05-16,0.1847732037654616,0.015130128580805646,0.2360360320773662
EWZ,2014-05-16,2014-05-23,0.1719708404399215,-0.029865182089715336,0.19765067205404835
EWZ,2014-05-23,2014-05-30,0.23627753082129802,-0.028415806114210795,0.21161758673032044
EWZ,2014-05-30,2014-06-06,0.27579084951489324,0.02820658201208115,0.23339850354686914
EWZ,2014-06-06,2014-06-13,0.21619932167719602,0.03735302021409481,0.22811369573973483
EWZ,2014-06-13,2014-06-20,0.20562358666976457,-0.0016129282852097582,0.21452711388411402
EWZ,2014-06-20,2014-06-27,0.04125809373965391,-0.009962733135685298,0.24008130470398384
EWZ,2014-06-27,2014-07-03,0.15919076145858968,-0.005627845750472371,0.19879846930124306
EWZ,2014-07-03,2014-07-11,0.1055503046002592,0.019868019676577475,0.21961646327722567
EWZ,2014-07-11,2014-07-18,0.3201237204595452,0.03027473334791564,0.18642478719282793
EWZ,2014-07-18,2014-07-25,0.2053957619137763,0.014996456455707019,0.21014087554433264
EWZ,2014-07-25,2014-08-01,0.2120982906142753,-0.04629622843151315,0.19647092015363174
EWZ,2014-08-01,2014-08-08,0.1650027227715133,-0.01571248292268823,0.25108461061410664
EWZ,2014-08-08,2014-08-15,0.2472820865385048,0.029362393536780385,0.23276995642373874
EWZ,2014-08-15,2014-08-22,0.18898459090140268,0.019834442028697552,0.29648069674500044
EWZ,2014-08-22,2014-08-29,0.1893613243791186,0.06322345924805362,0.24295352075488427
EWZ,2014-08-29,2014-09-05,0.15211698375746402,-0.010106671270498246,0.23396053919454057
EWZ,2014-09-05,2014-09-12,0.2961496834784139,-0.10607138965761242,0.21979302872909348
EWZ,2014-09-12,2014-09-19,0.31675965716354176,-0.0012557410354450127,0.29825545629024586
EWZ,2014-09-19,2014-09-26,0.3714553554174654,-0.026741875216804267,0.32365358027730373
EWZ,2014-09-26,2014-10-03,0.5551877336540167,-0.06923872457383773,0.34262662983770076
EWZ,2014-10-03,2014-10-10,0.5928859645694938,0.03131619362670568,0.48690933260660824
EWZ,2014-10-10,2014-10-17,0.7417970176826805,0.007123790470735969,0.38844155578434975
EWZ,2014-10-17,2014-10-24,0.5614247168423029,-0.08105992390247296,0.6157686622679237
EWZ,2014-10-24,2014-10-31,0.6556515776436346,0.039387551152663125,0.9988341789263646
EWZ,2014-10-31,2014-11-07,0.35373592219307143,-0.05368205563990891,0.38085259407235206
EWZ,2014-11-07,2014-11-14,0.13807034225237128,-0.04236866153443408,0.37233881887491854
EWZ,2014-11-14,2014-11-21,0.4559350685099938,0.11233726428767943,0.36074424588855336
EWZ,2014-11-21,2014-11-28,0.3631954701029731,-0.04896090857232682,0.4058899813397938
EWZ,2014-11-28,2014-12-05,0.32655324482800524,-0.06210423428594014,0.3551838317891962
EWZ,2014-12-05,2014-12-12,0.2260079104793286,-0.09823839370775733,0.3023201168181112
EWZ,2014-12-12,2014-12-19,0.51303923437156,0.022493716359016425,0.4194814279044698
EWZ,2014-12-19,2014-12-26,0.14597125370216088,0.013241819942360511,0.3367216913151439
EWZ,2014-12-26,2015-01-02,0.2828138357884244,-0.031457145005561404,0.34993561089584385
EWZ,2015-01-02,2015-01-09,0.3883356666237075,0.022648857934295386,0.3518787169701997
EWZ,2015-01-09,2015-01-16,0.35972949899851153,0.015091655203990584,0.3443101952827819
EWZ,2015-01-16,2015-01-23,0.456953809626792,0.0021760744333843007,0.36012355582415534
EWZ,2015-01-23,2015-01-30,0.37902972620714787,-0.07006094222533354,0.32493474826849233
EWZ,2015-01-30,2015-02-06,0.36376884461135656,0.003200982139965003,0.38137186727758476
EWZ,2015-02-06,2015-02-13,0.442727332064752,0.01813787529074995,0.3450378641725365
EWZ,2015-02-13,2015-02-20,0.13690382219916775,-0.0054357213563127615,0.35387508368353787
EWZ,2015-02-20,2015-02-27,0.28941821025684916,0.014806873967347034,0.3325120456112059
EWZ,2015-02-27,2015-03-06,0.1450090794670499,-0.10260078969175623,0.3055982155436821
EWZ,2015-03-06,2015-03-13,0.2901313337188477,-0.08561726506057354,0.35471935739955746
EWZ,2015-03-13,2015-03-20,0.49704241576347263,0.07332787068529845,0.4618536151346338
EWZ,2015-03-20,2015-03-27,0.2829561625465179,-0.04043901136989092,0.3778749285418033
EWZ,2015-03-27,2015-04-02,0.15344093467863276,0.09293637476221228,0.37735848362472973
EWZ,2015-04-02,2015-04-10,0.180020393335903,0.03575504170338295,0.36175930072488327
EWZ,2015-04-10,2015-04-17,0.3316794543539339,0.0023192956355662098,0.3377041584134563
EWZ,2015-04-17,2015-04-24,0.22201582113269885,0.07367369181788774,0.33933842612235593
EWZ,2015-04-24,2015-05-01,0.09056887806425222,-0.02616672534706499,0.265526163133476
EWZ,2015-05-01,2015-05-08,0.1744148479837073,0.026704694850893773,0.3033700144673832
EWZ,2015-05-08,2015-05-15,0.26343926107461735,-0.0016147180132497496,0.2761651937235096
EWZ,2015-05-15,2015-05-22,0.20353510924386609,-0.0821996344391569,0.28281801086404473
EWZ,2015-05-22,2015-05-29,0.330815099185303,-0.05808757279454024,0.2775503120676998
EWZ,2015-05-29,2015-06-05,0.29950023178125734,0.013848496776633912,0.29193311865190474
EWZ,2015-06-05,2015-06-12,0.13833301732946218,0.019371145514937016,0.28090408996819777
EWZ,2015-06-12,2015-06-19,0.2876877841352093,0.013102961424737547,0.294166355262449
EWZ,2015-06-19,2015-06-26,0.2127183160216901,-0.0033082649942102194,0.3167870287757669
EWZ,2015-06-26,2015-07-02,0.3013553822743042,-0.0030276237459099242,0.2976965405779539
EWZ,2015-07-02,2015-07-10,0.43863691474049904,-0.02829220512267394,0.2969248253553013
EWZ,2015-07-10,2015-07-17,0.24589857747930263,-0.016986884338858754,0.3090939242271588
EWZ,2015-07-17,2015-07-24,0.2765452870760038,-0.10071819404272864,0.30343996077402585
EWZ,2015-07-24,2015-07-31,0.2922187406827916,0.006644580784325171,0.36707708045392895
EWZ,2015-07-31,2015-08-07,0.12737363899783202,-0.06889330252303649,0.3187937888834292
EWZ,2015-08-07,2015-08-14,0.3997381617902031,-0.01846668004096408,0.37100534557216247
EWZ,2015-08-14,2015-08-21,0.30833406842028654,-0.0451263140507665,0.3662646626430791
EWZ,2015-08-21,2015-08-28,0.6398797942132092,0.010293138799221335,0.4440938667002195
EWZ,2015-08-28,2015-09-04,0.4606298484581313,-0.09452292633206127,0.4914280448007599
EWZ,2015-09-04,2015-09-11,0.24743149398513287,-0.008695580431035577,0.5981273793543621
EWZ,2015-09-11,2015-09-18,0.6384394736162998,-0.007451337598306296,0.5182288491878219
EWZ,2015-09-18,2015-09-25,0.4718964072645631,-0.049142255633471965,0.46702877266393134
EWZ,2015-09-25,2015-10-02,0.6195685976776357,0.06182002863049796,0.5955405289802187
EWZ,2015-10-02,2015-10-09,0.12315227529444557,0.09246272777210462,0.5004205373654976
EWZ,2015-10-09,2015-10-16,0.4284744516812655,-0.06208608701185847,0.446765502976896
EWZ,2015-10-16,2015-10-23,0.31653352519647465,-0.0054933174448961175,0.49021312003249917
EWZ,2015-10-23,2015-10-30,0.09561494145807983,-0.03142065867096422,0.4521184214178496
EWZ,2015-10-30,2015-11-06,0.5159792430519362,0.05238577740810424,0.4105680716128057
EWZ,2015-11-06,2015-11-13,0.39226466787339426,-0.036767315747228135,0.40351187247593506
EWZ,2015-11-13,2015-11-20,0.2237127493587696,0.09244924532158949,0.4913324104441976
EWZ,2015-11-20,2015-11-27,0.4210873618421028,-0.08772518961661335,0.39277729296999037
EWZ,2015-11-27,2015-12-04,0.45458097352672894,0.005980387818383726,0.4366763985510175
EWZ,2015-12-04,2015-12-11,0.3978322683529718,-0.0439679530543966,0.44962984799829586
EWZ,2015-12-11,2015-12-18,0.41588056994871214,-0.05723682789522977,0.574064464416698
EWZ,2015-12-18,2015-12-24,0.2728036378473175,0.02366828388493536,0.45006392012581636
EWZ,2015-12-24,2015-12-31,0.32584483216216525,-0.038420691700791654,0.37415893556755936
EWZ,2015-12-31,2016-01-08,0.34786833226520725,-0.08000251510130196,0.4105061089081637
EWZ,2016-01-08,2016-01-15,0.3877575752781289,-0.04008004807701404,0.49220353704447084
EWZ,2016-01-15,2016-01-22,0.5072737287619736,-0.014278254437178006,0.5636661546078789
EWZ,2016-01-22,2016-01-29,0.5377224839886652,0.09238954067142435,0.4666986818104261
EWZ,2016-01-29,2016-02-05,0.8033940823946512,0.011531949676158781,0.39039916086765064
EWZ,2016-02-05,2016-02-12,0.4563230815097735,-0.03655226341362816,0.5430116274435012
EWZ,2016-02-12,2016-02-19,0.4075876657682668,0.02401138003927583,0.5404378315228815
EWZ,2016-02-19,2016-02-26,0.5624397575580966,0.010045267773543642,0.47096137472605676
EWZ,2016-02-26,2016-03-04,0.3200820064794221,0.22224361575598506,0.49469020925772517
EWZ,2016-03-04,2016-03-11,0.21547573072465154,0.0457558783978973,0.6325902488438246
EWZ,2016-03-11,2016-03-18,0.9023404665170869,0.024170214494858122,0.5702674613214097
EWZ,2016-03-18,2016-03-24,0.39505946809415105,-0.0426894819081034,0.5096411638671674
EWZ,2016-03-24,2016-04-01,0.3546655457566342,0.04604211197431951,0.5368973773211796
EWZ,2016-04-01,2016-04-08,0.646203088196991,-0.012348037893904706,0.4433870021927169
EWZ,2016-04-08,2016-04-15,0.3118395785651474,0.07365062336831008,0.4924723949184005
EWZ,2016-04-15,2016-04-22,0.4137806572611066,-0.019424989888848998,0.7530971021542489
EWZ,2016-04-22,2016-04-29,0.28466187734014065,0.051097210140997884,0.38434805543593925
EWZ,2016-04-29,2016-05-06,0.39119191658101476,-0.05395439523322265,0.3639439426119827
EWZ,2016-05-06,2016-05-13,0.5626677573990696,-0.005738939351311867,0.4189574439312444
EWZ,2016-05-13,2016-05-20,0.2752702120809381,-0.034397686165895,0.47424203702257123
EWZ,2016-05-20,2016-05-27,0.27583314431188916,-0.04026398412282628,0.39108734405095535
EWZ,2016-05-27,2016-06-03,0.307912032340506,0.05504622823510541,0.38260878498562806
EWZ,2016-06-03,2016-06-10,0.5610613725059828,-0.001836056954635179,0.3423879192737153
EWZ,2016-06-10,2016-06-17,0.24815722050174285,0.008417329949188979,0.4234440832711991
EWZ,2016-06-17,2016-06-24,0.4979087915178216,0.0204236151937498,0.4530802574225717
EWZ,2016-06-24,2016-07-01,0.3829587569929856,0.09367389973166418,0.4333536983941231
