underlying,start_date,end_date,realized_vol,ret,start_iv
SPY,2014-01-03,2014-01-10,0.05294871443172702,0.006811507534766115,0.10429995325807284
SPY,2014-01-10,2014-01-17,0.14720740566871396,-0.0027189597904762053,0.0939476303138174
SPY,2014-01-17,2014-01-24,0.17633568700847901,-0.026206459168098384,0.10313442280308781
SPY,2014-01-24,2014-01-31,0.1363911590623405,-0.0039766508723770855,0.1957191531881065
SPY,2014-01-31,2014-02-07,0.2351596513162308,0.008383330783100718,0.18237064078100507
SPY,2014-02-07,2014-02-14,0.06397459678451173,0.023866883959418494,0.1404041753389542
SPY,2014-02-14,2014-02-21,0.08266960661503808,-7.067937842721861e-4,0.10996038325916486
SPY,2014-02-21,2014-02-28,0.04411535677759061,0.012966793720791792,0.10688682637647826
SPY,2014-02-28,2014-03-07,0.12003818156148555,0.010519591456456645,0.12193953571859813
SPY,2014-03-07,2014-03-14,0.07335529193645123,-0.019307741411654256,0.11563174836150202
SPY,2014-03-14,2014-03-21,0.10557223202735476,0.012706877930503069,0.2139393747636308
SPY,2014-03-21,2014-03-28,0.08600673716995463,-0.0038203301382147004,0.12503816915978283
SPY,2014-03-28,2014-04-04,0.1279447051560665,0.004893687228381793,0.14089786600553733
SPY,2014-04-04,2014-04-11,0.20174032405563352,-0.026584027984000613,0.12536377297657803
SPY,2014-04-11,2014-04-17,0.060324497817487395,0.026530481850294052,0.19090689649603199
SPY,2014-04-17,2014-04-25,0.08324643566167222,-5.366989968536018e-4,0.11283331302488664
SPY,2014-04-25,2014-05-02,0.039387633420973685,0.009456500195821782,0.13752027675872394
SPY,2014-05-02,2014-05-09,0.08616740109421665,-5.319259193070636e-4,0.10255340184786013
SPY,2014-05-09,2014-05-16,0.11418433039955955,4.788524533854144e-4,0.10555399126914937
SPY,2014-05-16,2014-05-23,0.08553956868943638,0.012156732779252444,0.10046497486777325
SPY,2014-05-23,2014-05-30,0.05044361476383312,0.012165947936090049,0.0925656190822962
SPY,2014-05-30,2014-06-06,0.04486668249664408,0.013915726339789103,0.08852536036916976
SPY,2014-06-06,2014-06-13,0.06383922528350942,-0.006418274463703355,0.08103284062410869
SPY,2014-06-13,2014-06-20,0.04176779950461921,0.01405918545209417,0.11201514587315929
SPY,2014-06-20,2014-06-27,0.06207043640646129,-6.12529301858622e-4,0.07934790213628143
SPY,2014-06-27,2014-07-03,0.052947216251367876,0.012080638123626919,0.09524760570141366
SPY,2014-07-03,2014-07-11,0.07029460601666292,-0.008054304342518748,0.0763707836492737
SPY,2014-07-11,2014-07-18,0.13047067644653942,0.005578849258959906,0.09809511671231214
SPY,2014-07-18,2014-07-25,0.05576236050458776,5.0826299092143756e-5,0.1005966571642839
SPY,2014-07-25,2014-08-01,0.13346951123559977,-0.026755729234356096,0.10783312169660912
SPY,2014-08-01,2014-08-08,0.13876466338514662,0.0038365784336180653,0.17092837307534964
SPY,2014-08-08,2014-08-15,0.0535619418691346,0.01275225988978157,0.1445221935214612
SPY,2014-08-15,2014-08-22,0.057766465612258025,0.017573990685285423,0.12715256322456697
SPY,2014-08-22,2014-08-29,0.03806080316788585,0.007602032486436094,0.09292645551277622
SPY,2014-08-29,2014-09-05,0.04276330959761809,0.001990756291222695,0.0909200075840435
SPY,2014-09-05,2014-09-12,0.06974590307446778,-0.009894133147451356,0.0818711559364768
SPY,2014-09-12,2014-09-19,0.05966798173290969,0.012517736688644199,0.13775823148627125
SPY,2014-09-19,2014-09-26,0.16680290253189134,-0.01404917544091866,0.08319924578104979
SPY,2014-09-26,2014-10-03,0.13897015831037393,-0.006997787631734198,0.14437980616448662
SPY,2014-10-03,2014-10-10,0.23627134208073602,-0.03090187858091742,0.130434992073572
SPY,2014-10-10,2014-10-17,0.16603153498109394,-0.010923401185452875,0.21680104960716404
SPY,2014-10-17,2014-10-24,0.1545682788134907,0.04136730882334927,0.22527664734945171
SPY,2014-10-24,2014-10-31,0.10235320433800424,0.026277086081765155,0.13763929866741545
SPY,2014-10-31,2014-11-07,0.058910462055649385,0.008296223428512661,0.12897497667976504
SPY,2014-11-07,2014-11-14,0.024370338376528394,0.004416354536368239,0.09671082009477876
SPY,2014-11-14,2014-11-21,0.04986829930972836,0.011875788966856149,0.09992001986446684
SPY,2014-11-21,2014-11-28,0.03869929705354315,0.002512973164345844,0.08650077768108215
SPY,2014-11-28,2014-12-05,0.08170044457611916,0.0038535281797580367,0.10812952037758669
SPY,2014-12-05,2014-12-12,0.1496992924907196,-0.034780726479027635,0.08646227392669925
SPY,2014-12-12,2014-12-19,0.23603685698288512,0.03314352766339823,0.26028570371068144
SPY,2014-12-19,2014-12-26,0.031547862734853355,0.009253930573530411,0.12726635540736378
SPY,2014-12-26,2015-01-02,0.08073075451727386,-0.014545931776087428,0.11075964384324367
SPY,2015-01-02,2015-01-09,0.24368044244878007,-0.005760447830710724,0.14700044851877067
SPY,2015-01-09,2015-01-16,0.14365416456550636,-0.01291044353014481,0.14396633015263735
SPY,2015-01-16,2015-01-23,0.132986226207317,0.01642924152145664,0.22946798897965356
SPY,2015-01-23,2015-01-30,0.16727170504838426,-0.02730026382920059,0.1528284335561653
SPY,2015-01-30,2015-02-06,0.1373020177123788,0.030125919785162658,0.21194464488404935
